id,type,length,start_time,end_time,start_name,start_lat,start_lon,end_name,end_lat,end_lon
61,External,0.2802337227701326,2017-11-28 05:09:09,2018-03-10 12:00:00,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
62,Internal,0.18910319633376105,2014-11-11 18:40:29,2015-01-19 19:13:07,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
63,External,0.2019119190680243,2015-01-19 18:15:05,2015-04-03 10:59:59,north,-16.37212402,-71.53682922,south,-16.43125021,-71.53979485
64,Internal,0.8369890564430751,2015-01-19 19:13:07,2015-11-21 07:14:34,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
65,External,3.7073886160512313,2015-11-21 06:16:32,2019-08-06 10:59:59,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
66,Internal,0.5671730651948419,2015-11-21 07:14:34,2016-06-15 18:36:54,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
67,External,1.178571715239567,2016-06-15 17:38:42,2017-08-20 11:00:00,north,-16.37212402,-71.53682922,south,-16.43125021,-71.53979485
68,Internal,1.5613105528730093,2016-06-15 18:36:54,2018-01-07 04:45:33,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
69,External,1.107672121270924,2018-01-07 04:47:31,2019-02-15 12:00:00,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
70,Internal,0.6706411356576085,2018-01-07 04:45:33,2018-09-08 23:34:32,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
71,External,1.1384008486261932,2018-09-08 23:36:30,2019-10-29 12:00:00,north,-16.37212402,-71.53682922,north,-16.37212402,-71.53682922
