node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel
172,23,0.287407049970957,-71.5271881230076,-16.4165155423811,-71.5269800000021,-16.4147070000011,5.05039553234419,4.76298848237324,2017.91725048428,2018.20465753425,92_2018_2018-03-17
253,104,1.61952968212265,-71.5490312411413,-16.3266456483164,-71.5264739999992,-16.4331999999995,5.0586147104263,3.43908502830366,2016.59334703021,2018.21287671233,93_2018_2018-03-20
235,236,0.617013619732276,-71.5973571040414,-16.3319364052895,-71.570286820122,-16.336403670309,5.07081803057634,4.45380441084407,2017.60806641275,2018.22508003248,NA
191,41,0.605570868443846,-71.571770177471,-16.3498554216833,-71.5663199999926,-16.3534600000002,5.07231334056315,4.4667424721193,2017.62100447402,2018.22657534247,107_2018_2018-03-25
256,257,0.476552258512729,-71.5555880375487,-16.3342553872471,-71.6151213981158,-16.3059613679917,5.10258499114544,4.62603273263271,2017.78029473453,2018.25684699305,NA
233,83,0.304072879985816,-71.6111333958541,-16.3469308451322,-71.6123799999944,-16.3454250000036,5.1051900528917,4.80111717290588,2017.95537917481,2018.25945205479,140_2018_2018-04-06
233,234,0.331630125908601,-71.6111333958541,-16.3469308451322,-71.6123691587727,-16.3501866854529,5.13274729881448,4.80111717290588,2017.95537917481,2018.28700930072,NA
172,22,0.388776912984004,-71.5271881230076,-16.4165155423811,-71.5390850000077,-16.4471260000008,5.15176539535724,4.76298848237324,2017.91725048428,2018.30602739726,162_2018_2018-04-23
188,38,1.44538304967492,-71.5628314041517,-16.3334215455424,-71.5836600000033,-16.3191700000018,5.17642292960408,3.73103987992916,2016.88530188183,2018.33068493151,186_2018_2018-05-02
258,259,0.287861389204926,-71.5446619356267,-16.3499356113809,-71.5382297397534,-16.3571081244855,5.21198262977652,4.92412124057159,2018.07838324247,2018.36624463168,NA
186,187,1.52237418800128,-71.5629949465412,-16.3343388409276,-71.5555119254138,-16.3190647544575,5.21296821896358,3.6905940309623,2016.84485603286,2018.36723022087,NA
235,86,0.760974683143298,-71.5973571040414,-16.3319364052895,-71.6271999999909,-16.3073520000026,5.21477909398736,4.45380441084407,2017.60806641275,2018.36904109589,209_2018_2018-05-16
190,39,0.457853726733895,-71.5443760911956,-16.3220063560965,-71.5409600000101,-16.3144860000006,5.25313525837053,4.79528153163663,2017.94954353354,2018.40739726027,247_2018_2018-05-30
175,176,0.316835643547014,-71.5078197839658,-16.3949624289182,-71.5067600562064,-16.4017590276685,5.34331761972648,5.02648197617946,2018.18074397808,2018.49757962163,NA
